ITTO041DIVAC1PL;TOMADA TL.TO.EXE.041 ACOPLADOR DOS CABOS (COBERTURA) 16A 32A EM PLASTICO;TOMADA TL.TO.EXE.041 ACOP. CABOS (COBERTURA) 16A 32A EM PLASTICO;TOMADA TL.TO.EXE.041 COUPLES OF THE CABOS 16A 32A IN PLASTIC
ITTO041DIVACTAI;TOMADA TL.TO.EXE.041 ARANHA DE CONTATO DO TERMINAL OLHAL EM ACO INOX;TOMADA TL.TO.EXE.041 ARANHA  CONT. TERM. OLHAL ACO INOX;TOMADA TL.TO.EXE.041 ARANHA DE CONTATO DO TERMINAL OLHAL EM ACO INOX
ITTO041DIVBBCLN;TOMADA TL.TO.EXE.041 BARRA DE FECHAMENTO EM LATAO NIQUELADO;TOMADA TL.TO.EXE.041 BARRA DE FECHAMENTO EM LATAO NIQUELADO;TOMADA TL.TO.EXE.041 BARRA DE FECHAMENTO EM LATAO NIQUELADO
ITTO041DIVBC1AI;TOMADA TL.TO.EXE.041 BARRA DE CONTATO UTILIZADA NO BLOCO NIQUELADA 16A 32A EM ACO INOX;TOMADA TL.TO.EXE.041 BARRA DE CONT. UTILIZ. BLOCO NIQ. 16A 32A ACO INOX;TOMADA TL.TO.EXE.041 BARRA DE CONTATO UTILIZADA NO BLOCO NIQUELADA 16A 32A EM ACO INOX
ITTO041DIVBC6AI;TOMADA TL.TO.EXE.041 BARRA DE CONTATO UTILIZADA NO BLOCO NIQUELADA 63A EM ACO INOX;TOMADA TL.TO.EXE.041 BARRA DE CONTATO UTI. NO BLOCO NIQ. 63A  ACO INOX;TOMADA TL.TO.EXE.041 BARRA DE CONTATO UTILIZADA NO BLOCO NIQUELADA 63A EM ACO INOX
ITTO041DIVBFCLN;TOMADA TL.TO.EXE.041 BARRA FASE CHAVE 16 32 63A EM LATAO NIQUELADO;TOMADA TL.TO.EXE.041 BARRA FASE CHAVE 16 32 63A EM LATAO NIQUELADO;TOMADA TL.TO.EXE.041 BARRA FASE CHAVE 16 32 63A EM LATAO NIQUELADO
ITTO041DIVBLHAI;TOMADA TL.TO.EXE.041 BATENTE DO LIMITADOR DA HASTE DA ENGRENAGEM 16A 32A 63A EM ACO INOX;TOMADA TL.TO.EXE.041 BATENTE LIMIT. HASTE DA ENG. 16A 32A 63A ACO INOX;TOMADA TL.TO.EXE.041 BATENTE DO LIMITADOR DA HASTE DA ENGRENAGEM 16A 32A 63A EM ACO INOX
ITTO041DIVCCTAI;TOMADA TL.TO.EXE.041 CILINDRO DA CHAVE DA TOMADA 16A 32 63A EM ACO INOX;TOMADA TL.TO.EXE.041 CILINDRO DA CHAVE DA TOMADA 16A 32 63A EM ACO INOX;TOMADA TL.TO.EXE.041 CILINDRO DA CHAVE DA TOMADA 16A 32 63A EM ACO INOX
ITTO041DIVCP1AL;TOMADA TL.TO.EXE.041 CINTA PINO FASE 16A PRATEADA;TOMADA TL.TO.EXE.041 CINTA PINO FASE 16A PRATEADA;TOMADA TL.TO.EXE.041 CINTA PINO FASE 16A PRATEADA EM BORRACHA
ITTO041DIVCP3AL;TOMADA TL.TO.EXE.041 CINTA PINO FASE 32A PRATEADA;TOMADA TL.TO.EXE.041 CINTA PINO FASE 32A PRATEADA;TOMADA TL.TO.EXE.041 CINTA PINO FASE 32A PRATEADA EM BORRACHA
